academic	academics are a primary focus of education.
academic	academics are major producers of information.
academic	academics are often public intellectuals in the hard sciences and some social sciences.
academic	academics are researchers.
academic	academics are skilled workers.
academic	academics are specialists.
academic	academics come before participation in sports.
academic	academics like to think in categories.
academic	academics normally suffer when children mix socializing with study.
academic	academics play a complex role in the politics of culture.
academic	academics working in neuroscience often suffer ontological myopia.
academic	an academic is an educator
academic	some academics believe that the history of spanking among blacks can be directly tied to slavery.
academic	some academics claim that a dog can detect a drop of urine in a swimming pool full of water.
academic	some academics have the ability to cast spells.
accountant	accountants also work for non-profit organizations such as schools, hospitals, and charities.
accountant	accountants also work with taxes for employer firms, for clients, and for government agencies.
accountant	accountants are accountants.
accountant	accountants are an integral part of an organization's management team.
accountant	accountants are basically conservative, traditional people.
accountant	accountants are both end users and designers of accounting systems.
accountant	accountants are businesspersons.
accountant	accountants are detail-oriented number crunchers.
accountant	accountants are either self-employed or employed in accounting firms or other large companies.
accountant	accountants are experts in money matters and keeping accounts.
accountant	accountants are financial information experts .
accountant	accountants are indispensable professionals who are always in demand in the business world.
accountant	accountants are located in firms.
accountant	accountants are office workers.
accountant	accountants are professionals whose contributions are respected by their employers and society.
accountant	accountants are professionals.
accountant	accountants are skilled and educated people.
accountant	accountants are the auditors of accounting systems.
accountant	accountants are the modern day information scientists.
accountant	accountants are the referees of business.
accountant	accountants are very likely to work overtime, particularly during tax season.
accountant	accountants assemble data for the evaluation of the performance and position of the organization.
accountant	accountants assemble, analyze, and communicate essential information about financial operations.
accountant	accountants calculate working capital as current assets minus liabilities.
accountant	accountants can audit, educate, govern, manage, consult, and create.
accountant	accountants can practice auditing, financial planning, tax compliance, financial analysis and more.
accountant	accountants capture and report information necessary for sound business decisions.
accountant	accountants come from every ethnic and cultural background.
accountant	accountants compile and analyze business records and prepare financial reports.
accountant	accountants deal with numbers.
accountant	accountants desire balance.
accountant	accountants do a variety of jobs.
accountant	accountants do more that prepare financial statements and record transactions.
accountant	accountants do much more than simply work with numbers.
accountant	accountants focus on concept learning and rule learning.
accountant	accountants follow certain basic principles in recording the transactions of a business entity.
accountant	accountants have a good reputation in society and in business.
accountant	accountants have different types of profit.
accountant	accountants have their calculators.
accountant	accountants help individuals and businesses manage their money.
accountant	accountants hold executive positions throughout business, industry, and government.
accountant	accountants hold positions from entry-level to chief executive officer.
accountant	accountants maintain financial records and supervise transactions.
accountant	accountants offer tax advice and verify financial data.
accountant	accountants operate within a broad socioeconomic environment.
accountant	accountants play a key role on the management team in most organizations.
accountant	accountants play a vital role in the financial reporting process.
accountant	accountants play a vital role in the operation of charitable and other nonprofit institutions.
accountant	accountants primarily assist with tax compliance and tax planning.
accountant	accountants provide information that can be used to change the future.
accountant	accountants provide much of the data that is used in business decision making.
accountant	accountants pursue calculating careers.
accountant	accountants record the flow of money for a given organization.
accountant	accountants serve a dual function regarding taxes.
accountant	accountants serve as key financial advisors in addressing the challenges of global business.
accountant	accountants serve in a variety of specialized roles.
accountant	accountants similarly own a duty of care in making financial statements.
accountant	accountants there are three kinds of accountants.
accountant	accountants use numbers but they ultimately are working with people.
accountant	accountants work for business, industry, and various governmental agencies.
accountant	accountants work for large and small firms, national and international firms.
accountant	accountants work in a wide range of positions in modern organisations.
accountant	accountants work with all sorts of people.
accountant	accountants work with numbers.
accountant	accountants working within government are at federal, state, county, and city levels.
accountant	an accountant is a capitalist
accountant	accountants usually measure, based on allocation routines, the total cost of each product.
accountant	accountants usually specialize in a field such as auditing, cost, or tax.
accountant	many accountants are also certified financial planners.
accountant	many accountants specialize in a particular kind of business.
accountant	most accountants concentrate in one phase of accounting.
accountant	most accountants use the accrual-basis of accounting for businesses.
accountant	some accountants build their entire practice around small businesses.
accountant	some accountants seek a professional designation to set themselves apart from others.
accountant	some accountants specialize as personal financial planners.
accountant	some accountants work as teachers, researchers, and consultants.
actor	actor can refer to a male performer or generically to both males and females.
actor	actor isa performer.
actor	actors appear in films.
actor	actors appear on screens.
actor	actors are artists.
actor	actors are entertainers.
actor	actors are films.
actor	actors are located in movies.
actor	actors are located in operas.
actor	actors are located in play.
actor	actors are located in shows.
actor	actors are located in television.
actor	actors are located in theaters.
actor	actors are people in the public eye who make themselves open to criticism.
actor	actors are people who can be at an audition or a job whenever a casting director calls.
actor	actors are people.
actor	actors are performers.
actor	actors are roles played by various people, or other computer systems.
actor	actors are simply roles that people or objects play.
actor	actors are system components which act independently and communicate with each other.
actor	actors begin act careers.
actor	actors begin careers.
actor	actors bring experience.
actor	actors bring personal experience.
actor	actors communicate with actors.
actor	actors consume drinks.
actor	actors consume protein drinks.
actor	actors devise methods.
actor	actors die at homes.
actor	actors die of causes.
actor	actors die of natural causes.
actor	actors do movies.
actor	actors experience benefits.
actor	actors experience net benefits.
actor	actors gain notice.
actor	actors get roles.
actor	actors have (part) arms.
actor	actors have (part) body substances.
actor	actors have (part) cell membranes.
actor	actors have (part) cells.
actor	actors have (part) corpi.
actor	actors have (part) cytoplasm.
actor	actors have (part) heads.
actor	actors have (part) human bodies.
actor	actors have (part) legs.
actor	actors have (part) material bodies.
actor	actors have (part) necks.
actor	actors have (part) nuclei.
actor	actors have (part) personality.
actor	actors have (part) plasma membranes.
actor	actors have (part) sections.
actor	actors have (part) vacuoles.
actor	actors have backgrounds.
actor	actors have difficulty.
actor	actors have jobs.
actor	actors have methods.
actor	actors have roles.
actor	actors have strong backgrounds.
actor	actors have strong theatre backgrounds.
actor	actors hold jobs.
actor	actors learn performance.
actor	actors learn skills.
actor	actors make appearances.
actor	actors make movies.
actor	actors may have thoughts.
actor	actors need presence.
actor	actors participate in high schools.
actor	actors participate in schools.
actor	actors perform characters.
actor	actors play roles.
actor	actors take on roles.
actor	actors use methods.
actor	actors wear elaborate makeup.
actor	actors wear makeup.
actor	an actor is a performer
actor	actors often start studying and performing at any age.
actor	most actors die of natural causes.
actor	most actors spend only about five percent of their careers actually acting.
actor	some actors die in accidents.
afghan	afghan isa blanket.
afghan	afghans are a touch-sensitive breed and possess instinctive lightning fast reflexes.
afghan	afghans are blankets.
afghan	afghans are conservative, traditionalist and nationalist, but they are by no means fundamentalists.
afghan	afghans are people.
afghan	afghans are the largest refugee group in the world.
afghan	afghans comprise the single largest refugee group in the world.
afghan	afghans have (part) sections.
afghan	afghans suffer from insufficient food, medical care, shelter, and clothing.
afghan	afghans take pride in making and flying their own kites.
afghan	an afghan is a blanket
afghan	afghans often come across the mountain tops and kill the goat herder and steal the goats.
Afghanistan	afghanistan isa thing.
Africa	africa has (part) algeria.
Africa	africa has (part) angola.
Africa	africa has (part) angolan capital.
Africa	africa has (part) barbary.
Africa	africa has (part) benin.
Africa	africa has (part) bissau.
Africa	africa has (part) botswana.
Africa	africa has (part) burundi.
Africa	africa has (part) cameroon.
Africa	africa has (part) djibouti.
Africa	africa has (part) egypt.
Africa	africa has (part) egyptian capital.
Africa	africa has (part) eritrea.
Africa	africa has (part) ethiopia.
Africa	africa has (part) gabon.
Africa	africa has (part) gambia.
Africa	africa has (part) ghana.
Africa	africa has (part) kenya.
Africa	africa has (part) lesotho.
Africa	africa has (part) liberia.
Africa	africa has (part) liberian capital.
Africa	africa has (part) libya.
Africa	africa has (part) madagascar.
Africa	africa has (part) malawi.
Africa	africa has (part) mali.
Africa	africa has (part) mauritania.
Africa	africa has (part) mozambique.
Africa	africa has (part) namibia.
Africa	africa has (part) niger.
Africa	africa has (part) nigeria.
Africa	africa has (part) rwanda.
Africa	africa has (part) senegal.
Africa	africa has (part) somalia.
Africa	africa has (part) sudan.
Africa	africa has (part) swaziland.
Africa	africa has (part) tanzania.
Africa	africa has (part) togo.
Africa	africa has (part) tunisia.
Africa	africa has (part) uganda.
Africa	africa has (part) zambia.
Africa	africa has (part) zimbabwe.
Africa	africa isa thing.
Africa	africa possesses herbivores.
Albania	albania is part of europe.
Albania	albania isa thing.
analyst	an analyst is an expert
analyst	analysts are academic journals.
analyst	analysts are experts.
analyst	analysts are office workers.
analyst	analysts are psychiatrists.
analyst	analysts are researchers.
analyst	analysts play a significant role in organizational development and operation of systems.
analyst	some analysts believe that gender influences policy attitudes.
analyst	some analysts say as many as half of all pregnancies end in abortion.
architect	an architect is a creator
architect	architect is used to create and modify document models.
architect	architects are artists who design buildings.
architect	architects are concerned with the design of buildings and supervision of building projects.
architect	architects are creators.
architect	architects are designers.
architect	architects are designers.
architect	architects are egocentrics designing monuments to themselves.
architect	architects are experience designers.
architect	architects are no longer the only ones who have all knowledge about the built environment.
architect	architects are office jobs.
architect	architects are people trained to design buildings.
architect	architects are people.
architect	architects are professionals with specialized knowledge about built and natural environments.
architect	architects are professionals, like doctors, dentists, lawyers and engineers.
architect	architects are professions.
architect	architects deal with the relationship of people to their environment.
architect	architects design and build structures such as power efficient homes and office buildings.
architect	architects design and create the built and aesthetic environments where people work and live.
architect	architects generally focus on aesthetics and functionality.
architect	architects have egos and they want to show what they are capable of doing.
architect	architects have the power to arrange objects in space so time passes slower or faster.
architect	architects plan buildings by making many kinds of drawings of their buildings.
architect	architects read theoretical books to determine how to make buildings and how to think esthetically.
architect	architects spend a good deal of their time sitting at computers and drawing boards.
architect	architects tend to think in terms of concrete realities.
architect	architects vary widely in the way they draw doors.
architect	architects often design with the idea of keeping certain walls to save money.
architect	architects often take plants into consideration when designing finer homes.
architect	architects sometimes make nets to build cardboard models of buildings they design.
architect	architects sometimes specialize in one type of building or in one phase of work.
architect	most architects begin their careers working for an architectural firm.
architect	most architects create what the client wants because architecture is a client-driven profession.
architect	most architects work in firms, the majority of which employ fewer than five architects.
architect	most architects work on their own, or as members of small architectural firms.
architect	some architects spend their entire careers searching for their own styles.
Argentina	argentina has (part) pampases.
Argentina	argentina isa thing.
army	an army is a service
army	armies are capable of arm men.
army	armies are crowds.
army	armies are located in barracks.
army	armies are located in battlefields.
army	armies are located in forts.
army	armies are located in war.
army	armies are made of soldiers.
army	armies are military branchs.
army	armies are military forces.
army	armies are military services.
army	armies are used for defense.
army	armies are used for protection.
army	armies are used for war.
army	armies conduct demonstrations.
army	armies face death.
army	armies have greek soldiers.
army	armies have many soldiers.
army	armies have mechanisms.
army	armies have soldiers.
army	armies have soldiers.
army	armies offer options.
army	armies reflect the social structure of their societies.
army	armies require officers.
army	armies take steps.
army	armies use napalm, a highly flammable substance, to spread fire.
army	army isa organization.
army	most armies have many soldiers.
army	most armies have soldiers.
army	most armies require officers.
army	some armies are notorious for promiscuity and rape.
army	some armies have formal command and control rules.
army	some armies have musicians.
artist	an artist is a creator
artist	artist is a descriptive term applied to a person who engages in an activity deemed to be an art.
artist	artist is a studio for making pictures, cards, and so on.
artist	artist is an act of motherhood, tearing, fear, blood.
artist	artist isa individual.
artist	artist isa person.
artist	artist isa somebody.
artist	artist isa someone.
artist	artists also create the illusion of texture in artworks such as paintings, drawings and prints.
artist	artists also study the way the body moves and bends.
artist	artists are a minority in most societies and often feel a little solitary.
artist	artists are a minority in the history of photography.
artist	artists are a very important part of any city or culture.
artist	artists are also adventurers who take a personal journey with every creation.
artist	artists are artists.
artist	artists are capable of draws.
artist	artists are capable of paint.
artist	artists are concerned with color mixing as they produce works through creative expression.
artist	artists are creative in the ways in which they choose to express emotion.
artist	artists are creative people.
artist	artists are creators.
artist	artists are inclined to work in a field where it is about self-expression.
artist	artists are located in concerts.
artist	artists are often people who feel criticized by everyone, discouraged by everyone.
artist	artists are people who are subject to irrational convictions of the sacred.
artist	artists are people who create imaginative and inventive visual images and forms.
artist	artists are people.
artist	artists are recognizable by their gaunt appearance and inexpensive hairstyles.
artist	artists are society's canaries.
artist	artists are solitary people.
artist	artists are storytellers, creating legends and dreams.
artist	artists are the eyes, ears and heart of a society.
artist	artists are workers.
artist	artists are, above all, men who want to become inhuman.
artist	artists borrowing and appropriating from diverse cultures has a long history.
artist	artists can be healers who transform worlds of pain through their media.
artist	artists capture experience.
artist	artists compare representations.
artist	artists continue to be inspired by the beauty of flowers.
artist	artists create beautiful things in many different ways, like painting, drawing and sculpting.
artist	artists create color.
artist	artists create illusion.
artist	artists create images.
artist	artists create jewellery for adornment, ceremonies, and trade.
artist	artists create likeness.
artist	artists create works of art in their chosen discipline or medium, such as opera or sculpture.
artist	artists demonstrate ability.
artist	artists develop ideas.
artist	artists develop new ideas.
artist	artists display talent.
artist	artists do amaze jobs.
artist	artists do good jobs.
artist	artists do jobs.
artist	artists draw sketches.
artist	artists enjoy painting objects they collect from the natural world.
artist	artists exist in society.
artist	artists explore ideas.
artist	artists explore ways.
artist	artists express joys.
artist	artists gain experience.
artist	artists generally work with two-dimensional art forms.
artist	artists get credit.
artist	artists get experience.
artist	artists give details.
artist	artists have (part) arms.
artist	artists have (part) body substances.
artist	artists have (part) cell membranes.
artist	artists have (part) cells.
artist	artists have (part) corpi.
artist	artists have (part) cytoplasm.
artist	artists have (part) heads.
artist	artists have (part) human bodies.
artist	artists have (part) legs.
artist	artists have (part) material bodies.
artist	artists have (part) necks.
artist	artists have (part) nuclei.
artist	artists have (part) personality.
artist	artists have (part) plasma membranes.
artist	artists have (part) sections.
artist	artists have (part) vacuoles.
artist	artists have colors shapes and form.
artist	artists have experience.
artist	artists have hands.
artist	artists have impact.
artist	artists have interest.
artist	artists have interpretations.
artist	artists have rights.
artist	artists have the ability to influence the world in righteousness, truth and beauty.
artist	artists have their own trade unions which protect their interests and promote their work.
artist	artists know for paintings.
artist	artists know problems.
artist	artists know stories.
artist	artists learn art by studying the lives and works of famous artists.
artist	artists make images.
artist	artists make multiple images.
artist	artists make paintings, in some degree, for the world.
artist	artists make their dreams come true in their dance, art work, or music.
artist	artists make use of what they know about the sizes of parts of the body.
artist	artists paint canvases.
artist	artists pride themselves on being able to reproduce the world they have carefully observed.
artist	artists pursue education.
artist	artists represent what exists and their own inner feelings through art.
artist	artists reserve rights.
artist	artists reveal interest.
artist	artists seek to achieve immortality through their works.
artist	artists seem to like to paint still-life pictures of veggies.
artist	artists show talent.
artist	artists use boards.
artist	artists use color.
artist	artists use colors to influence the viewer's feelings.
artist	artists use elements.
artist	artists use line to outline shapes, to evoke forms and movement, and to imply solid mass.
artist	artists use paints and other materials that have been developed by scientists and engineers.
artist	artists use plaster to make their own molds for slip casting their work.
artist	artists use squid's ink in drawing.
artist	artists use their hands and their heads and their hearts.
artist	artists use thin sheets of gold to decorate objects.
artist	artists work in museums.
artist	artists work with artists.
artist	artists work with other artists.
artist	artists often can, and do, use their art to express their emotions.
artist	artists often combine observation, imagination, and invention.
artist	artists often depict science as a means for man to conquer the feminine- nature.
artist	artists often discuss composition in terms of spatial relationships.
artist	artists often paint portraits of their wives or husbands, children, and parents.
artist	artists often work with alloys like bronze, steel or brass because of their durability and color.
artist	artists sometimes depict people who have worked toward a personal goal or dream.
artist	artists sometimes use color to create an optical illusion.
artist	artists sometimes use jointed wooden mannequins in drawing the human body.
artist	artists usually acknowledge the fact that emotions are a large part of their work.
artist	all artists work with light, the light of their souls cast upon the human condition.
artist	many artists are famous for their painted pictures.
artist	many artists are storytellers, using pictures instead of words.
artist	many artists believe that computers are able to do just as good or better art work than humans.
artist	many artists dedicate their lives to creating art.
artist	many artists develop self-knowledge as they explore and refine their work.
artist	many artists prefer to make their own oil paints from dry pigments.
artist	many artists seem to think that the objective of painting the nude is to explore eroticism.
artist	many artists use dreams and fantasies as inspiration for their work.
artist	many artists use perspective in their paintings.
artist	many artists use strong colors and strong shapes in their work.
artist	many artists use symbols in their work.
artist	many artists use the scenery as subjects for landscape painting.
artist	many artists work in a field that is unrelated to art.
artist	most artists usually look young for their ages.
artist	most artists are poor and they usually have to give up a normal family life.
artist	most artists associate themselves and their work with particular places or people.
artist	most artists continue to draw from the figure throughout their lifetimes.
artist	most artists create color.
artist	most artists like to be sure that their colours are permanent.
artist	most artists paint semi-abstract with distorted human figures.
artist	most artists teach or have other jobs to support their work.
artist	most artists use masking on small areas within a painting so a small brush is needed.
artist	most artists work in museums.
artist	most artists work primarily in one medium, but they do have to choose a subject each time they work.
artist	some artists care for children.
artist	some artists carry a persona around when it is time to perform.
artist	some artists claim to use sleep deprivation to become more creative.
